simulation time,yL
36.200000,0.003538
36.225000,0.005446
36.250000,0.006257
36.275000,0.008718
36.300000,0.007668
36.325000,0.005613
36.350000,0.004287
36.375000,0.001784
36.400000,0.001219
36.425000,-0.001721
36.450000,-0.000763
36.475000,-0.003192
36.500000,-0.002357
36.525000,-0.011641
36.550000,-0.014877
36.575000,-0.012818
36.600000,-0.004605
36.625000,0.003906
36.650000,0.002915
36.675000,0.001389
36.700000,0.000174
36.725000,-0.000073
36.750000,-0.001274
36.775000,0.001546
36.800000,0.003542
36.825000,0.005719
36.850000,0.006425
36.875000,0.009119
36.900000,0.007831
36.925000,0.005542
36.950000,0.005059
36.975000,0.001513
37.000000,0.001187
37.025000,-0.001324
37.050000,-0.000323
37.075000,-0.006988
37.100000,-0.004847
37.125000,-0.011874
37.150000,-0.014473
37.175000,-0.009933
37.200000,-0.004601
37.225000,0.004391
37.250000,0.002050
37.275000,0.001322
37.300000,-0.000853
37.325000,0.000676
37.350000,-0.001523
37.375000,0.002036
37.400000,0.003189
37.425000,0.005599
37.450000,0.006200
37.475000,0.008676
37.500000,0.008002
37.525000,0.005845
37.550000,0.004274
37.575000,0.001492
37.600000,0.001348
37.625000,-0.001324
37.650000,-0.001360
37.675000,-0.003821
37.700000,-0.003137
37.725000,-0.012041
37.750000,-0.013543
37.775000,-0.011847
37.800000,-0.003728
37.825000,0.003481
37.850000,0.003608
37.875000,0.001857
37.900000,-0.000882
37.925000,0.000162
37.950000,-0.001193
37.975000,0.001885
38.000000,0.003219
38.025000,0.005909
38.050000,0.006624
38.075000,0.009227
38.100000,0.007875
38.125000,0.005792
38.150000,0.003198
38.175000,0.000406
38.200000,0.000977
38.225000,-0.001619
38.250000,-0.002560
38.275000,-0.005832
38.300000,-0.003594
38.325000,-0.014184
38.350000,-0.014551
38.375000,-0.008005
38.400000,-0.004111
38.425000,0.002947
38.450000,0.001598
38.475000,0.001362
38.500000,-0.001167
38.525000,0.000989
38.550000,-0.000389
38.575000,0.002152
38.600000,0.003394
38.625000,0.005493
38.650000,0.006555
38.675000,0.007719
38.700000,0.007661
38.725000,0.005446
38.750000,0.004616
38.775000,0.001746
38.800000,0.001423
38.825000,0.000493
38.850000,-0.000532
38.875000,-0.003204
38.900000,-0.003673
38.925000,-0.014237
38.950000,-0.014886
38.975000,-0.012341
39.000000,-0.003872
39.025000,0.003191
39.050000,0.001609
39.075000,0.001071
39.100000,-0.000429
39.125000,0.001079
39.150000,-0.000443
39.175000,0.002132
39.200000,0.003704
39.225000,0.006094
39.250000,0.006397
39.275000,0.007672
39.300000,0.007475
39.325000,0.005624
39.350000,0.004692
39.375000,0.002079
39.400000,0.001417
39.425000,0.001028
39.450000,-0.002818
39.475000,-0.003906
39.500000,-0.003561
39.525000,-0.013867
39.550000,-0.013328
39.575000,-0.011109
39.600000,-0.004425
39.625000,0.003745
39.650000,0.001413
39.675000,0.001129
39.700000,-0.001228
39.725000,0.000815
39.750000,-0.000323
39.775000,0.001955
39.800000,0.002960
39.825000,0.005747
39.850000,0.006433
39.875000,0.007797
39.900000,0.007895
39.925000,0.005455
39.950000,0.003988
39.975000,0.001942
40.000000,0.001183
40.025000,0.002378
40.050000,-0.002912
40.075000,-0.004198
40.100000,-0.003541
40.125000,-0.014497
40.150000,-0.014049
40.175000,-0.010609
40.200000,-0.004059
40.225000,0.003411
40.250000,0.001078
40.275000,0.001195
40.300000,-0.000231
40.325000,0.001167
40.350000,-0.000055
40.375000,0.001878
40.400000,0.003423
40.425000,0.006049
40.450000,0.006462
40.475000,0.008134
40.500000,0.008261
40.525000,0.005365
40.550000,0.004656
40.575000,0.002267
40.600000,0.001023
40.625000,0.001073
40.650000,-0.002267
40.675000,-0.003917
40.700000,-0.004175
40.725000,-0.014997
40.750000,-0.012959
40.775000,-0.011760
40.800000,-0.002761
40.825000,0.003094
40.850000,0.001817
40.875000,0.002539
40.900000,-0.000316
40.925000,0.000005
40.950000,-0.001324
40.975000,0.001569
41.000000,0.002756
41.025000,0.005241
41.050000,0.006417
41.075000,0.008839
41.100000,0.008535
41.125000,0.005517
41.150000,0.004231
41.175000,0.002197
41.200000,0.000716
41.225000,0.001421
41.250000,-0.002643
41.275000,-0.005784
41.300000,-0.004388
41.325000,-0.014627
41.350000,-0.013156
41.375000,-0.010627
41.400000,-0.004153
41.425000,0.001835
41.450000,0.001246
41.475000,0.000895
41.500000,-0.001369
41.525000,0.001091
41.550000,0.000742
41.575000,0.002006
41.600000,0.004354
41.625000,0.006554
41.650000,0.006945
41.675000,0.007198
41.700000,0.007967
41.725000,0.005472
41.750000,0.005005
41.775000,0.002150
41.800000,0.000854
41.825000,0.003777
41.850000,-0.002201
41.875000,-0.003877
41.900000,-0.004296
41.925000,-0.015913
41.950000,-0.013933
41.975000,-0.012299
42.000000,-0.004029
42.025000,0.002149
42.050000,0.002039
42.075000,0.000962
42.100000,-0.001490
42.125000,0.000992
42.150000,-0.000024
42.175000,0.001776
42.200000,0.003543
42.225000,0.006373
42.250000,0.006945
42.275000,0.007418
42.300000,0.007138
42.325000,0.005525
42.350000,0.003006
42.375000,0.002535
42.400000,0.002013
42.425000,0.004124
42.450000,-0.002828
42.475000,-0.002295
42.500000,-0.003779
42.525000,-0.015099
42.550000,-0.013488
42.575000,-0.012164
42.600000,-0.004170
42.625000,0.002478
42.650000,0.001912
42.675000,0.001583
42.700000,-0.001578
42.725000,0.000274
42.750000,-0.000438
42.775000,0.001418
42.800000,0.003335
42.825000,0.006343
42.850000,0.006667
42.875000,0.007089
42.900000,0.007232
42.925000,0.005542
42.950000,0.002966
42.975000,0.002380
43.000000,0.002000
43.025000,0.003679
43.050000,-0.002999
43.075000,-0.001408
43.100000,-0.003523
43.125000,-0.014788
43.150000,-0.013649
43.175000,-0.012188
43.200000,-0.003698
43.225000,0.002535
43.250000,0.002524
43.275000,0.001532
43.300000,-0.001028
43.325000,0.000476
43.350000,-0.001004
43.375000,0.001825
43.400000,0.002229
43.425000,0.006042
43.450000,0.006653
43.475000,0.007437
43.500000,0.007358
43.525000,0.005199
43.550000,0.003151
43.575000,0.001984
43.600000,0.002156
43.625000,0.002192
43.650000,-0.003318
43.675000,-0.001408
43.700000,-0.004199
43.725000,-0.015335
43.750000,-0.013593
43.775000,-0.009654
43.800000,-0.003219
43.825000,0.002627
43.850000,0.001826
43.875000,0.001154
43.900000,-0.001212
43.925000,0.000628
43.950000,-0.000416
43.975000,0.001573
44.000000,0.002946
44.025000,0.006311
44.050000,0.006434
44.075000,0.007605
44.100000,0.007348
44.125000,0.005956
44.150000,0.004489
44.175000,0.001997
44.200000,0.001261
44.225000,0.003706
44.250000,-0.003796
44.275000,-0.001798
44.300000,-0.002972
44.325000,-0.015094
44.350000,-0.013903
44.375000,-0.014118
44.400000,-0.006117
44.425000,0.002491
44.450000,0.001593
44.475000,0.000835
44.500000,0.000522
44.525000,0.001508
44.550000,0.000421
44.575000,0.002077
44.600000,0.003658
44.625000,0.006204
44.650000,0.006913
44.675000,0.007739
44.700000,0.007818
44.725000,0.005732
44.750000,0.004671
44.775000,0.001848
44.800000,0.000805
44.825000,0.003792
44.850000,-0.005016
44.875000,-0.001792
44.900000,-0.003940
44.925000,-0.016227
44.950000,-0.013185
44.975000,-0.012762
45.000000,-0.004030
45.025000,0.003009
45.050000,0.002014
45.075000,0.000841
45.100000,-0.001079
45.125000,0.000961
45.150000,-0.000151
45.175000,0.001749
45.200000,0.003163
45.225000,0.006169
45.250000,0.006964
45.275000,0.007384
45.300000,0.007420
45.325000,0.005608
45.350000,0.002595
45.375000,0.002483
45.400000,0.002346
45.425000,0.003833
45.450000,-0.003051
45.475000,-0.000863
45.500000,-0.003291
45.525000,-0.016115
45.550000,-0.013903
45.575000,-0.014553
45.600000,-0.005548
45.625000,0.003064
45.650000,0.001672
45.675000,0.000986
45.700000,0.000700
45.725000,0.000924
45.750000,0.000281
45.775000,0.002022
45.800000,0.003580
45.825000,0.006105
45.850000,0.006662
45.875000,0.007120
45.900000,0.007223
45.925000,0.005613
45.950000,0.002654
45.975000,0.002246
46.000000,0.002565
46.025000,0.005275
46.050000,-0.000324
46.075000,-0.001008
46.100000,-0.003314
46.125000,-0.016745
46.150000,-0.014737
46.175000,-0.014367
46.200000,-0.008855
46.225000,0.001058
46.250000,0.004120
46.275000,0.000981
46.300000,-0.002307
46.325000,0.001272
46.350000,-0.000145
46.375000,0.002393
46.400000,0.004472
46.425000,0.006902
46.450000,0.007290
46.475000,0.007352
46.500000,0.007565
46.525000,0.005343
46.550000,0.003025
46.575000,0.002995
46.600000,0.002752
46.625000,0.005313
46.650000,-0.001989
46.675000,-0.000734
46.700000,-0.004246
46.725000,-0.016946
46.750000,-0.014942
46.775000,-0.014574
46.800000,-0.006574
46.825000,0.003144
46.850000,0.002500
46.875000,0.000201
46.900000,0.000567
46.925000,0.001246
46.950000,0.000177
46.975000,0.001773
47.000000,0.003711
47.025000,0.006147
47.050000,0.006705
47.075000,0.007553
47.100000,0.007787
47.125000,0.005262
47.150000,0.003010
47.175000,0.002775
47.200000,0.002728
47.225000,0.005411
47.250000,-0.001852
47.275000,-0.002025
47.300000,-0.004203
47.325000,-0.018671
47.350000,-0.015045
47.375000,-0.014756
47.400000,-0.006043
47.425000,0.001947
47.450000,0.001633
47.475000,0.000580
47.500000,-0.000592
47.525000,0.001190
47.550000,-0.000508
47.575000,0.002385
47.600000,0.004831
47.625000,0.006506
47.650000,0.007768
47.675000,0.006411
47.700000,0.007180
47.725000,0.005452
47.750000,0.003690
47.775000,0.002291
47.800000,0.005932
47.825000,0.006316
47.850000,-0.001076
47.875000,0.000309
47.900000,-0.001550
47.925000,-0.017786
47.950000,-0.015371
47.975000,-0.017373
48.000000,-0.009152
48.025000,0.003336
48.050000,0.004332
48.075000,0.000870
48.100000,0.000502
48.125000,0.001251
48.150000,0.000123
48.175000,0.002015
48.200000,0.003043
48.225000,0.006490
48.250000,0.006345
48.275000,0.007425
48.300000,0.007557
48.325000,0.005518
48.350000,0.004339
48.375000,0.002398
48.400000,0.002087
48.425000,0.005847
48.450000,-0.002768
48.475000,-0.003348
48.500000,-0.003113
48.525000,-0.017256
48.550000,-0.015433
48.575000,-0.014667
48.600000,-0.006894
48.625000,0.002302
48.650000,0.001449
48.675000,0.000747
48.700000,-0.001250
48.725000,0.001366
48.750000,-0.000465
48.775000,0.002324
48.800000,0.004657
48.825000,0.006524
48.850000,0.007613
48.875000,0.006300
48.900000,0.006673
48.925000,0.005553
48.950000,0.003449
48.975000,0.002291
49.000000,0.005932
49.025000,0.006410
49.050000,-0.000538
49.075000,0.000982
49.100000,-0.001687
49.125000,-0.017244
49.150000,-0.015415
49.175000,-0.017792
49.200000,-0.009237
49.225000,0.003591
49.250000,0.004163
49.275000,0.001251
49.300000,-0.000586
49.325000,0.000575
49.350000,-0.000430
49.375000,0.001980
49.400000,0.003103
49.425000,0.006470
49.450000,0.006708
49.475000,0.007147
49.500000,0.006732
49.525000,0.005527
49.550000,0.002991
49.575000,0.002592
49.600000,0.002883
49.625000,0.006153
49.650000,-0.003039
49.675000,0.000495
49.700000,-0.001489
49.725000,-0.016832
49.750000,-0.015923
49.775000,-0.014802
49.800000,-0.009275
49.825000,0.002699
49.850000,0.003506
49.875000,0.001050
49.900000,0.000067
49.925000,0.001276
49.950000,-0.000192
49.975000,0.002187
50.000000,0.004225
50.025000,0.006181
50.050000,0.006484
50.075000,0.007399
50.100000,0.007156
50.125000,0.005589
50.150000,0.004308
50.175000,0.002347
50.200000,0.002809
50.225000,0.004388
50.250000,-0.001232
50.275000,0.000729
50.300000,-0.002727
50.325000,-0.017752
50.350000,-0.015262
50.375000,-0.016913
50.400000,-0.009229
50.425000,0.003490
50.450000,0.003938
50.475000,0.001303
50.500000,-0.000057
50.525000,0.001011
50.550000,-0.000439
50.575000,0.001884
50.600000,0.003503
50.625000,0.006271
50.650000,0.006713
50.675000,0.007382
50.700000,0.006870
50.725000,0.005515
50.750000,0.003316
50.775000,0.002883
50.800000,0.002885
50.825000,0.004543
50.850000,-0.001967
50.875000,-0.000827
50.900000,-0.002813
50.925000,-0.015866
50.950000,-0.015909
50.975000,-0.014700
51.000000,-0.009117
51.025000,0.002799
51.050000,0.002710
51.075000,0.001320
51.100000,-0.003218
51.125000,0.001243
51.150000,-0.000011
51.175000,0.002385
51.200000,0.004751
51.225000,0.006905
51.250000,0.007318
51.275000,0.006840
51.300000,0.007347
51.325000,0.005679
51.350000,0.003138
51.375000,0.003066
51.400000,0.003448
51.425000,0.004950
51.450000,0.000272
51.475000,0.000994
51.500000,-0.001380
51.525000,-0.017278
51.550000,-0.014280
51.575000,-0.016812
51.600000,-0.010213
51.625000,0.004680
51.650000,0.005716
51.675000,0.002812
51.700000,-0.000527
51.725000,-0.000493
51.750000,-0.002137
51.775000,0.002135
51.800000,0.001189
51.825000,0.005180
51.850000,0.006365
51.875000,0.007879
51.900000,0.007554
51.925000,0.005200
51.950000,0.004503
51.975000,0.002402
52.000000,0.001847
52.025000,0.004493
52.050000,-0.001895
52.075000,0.000117
52.100000,-0.002162
52.125000,-0.016608
52.150000,-0.015468
52.175000,-0.014339
52.200000,-0.009515
52.225000,0.002579
52.250000,0.003271
52.275000,0.002198
52.300000,0.000193
52.325000,0.000655
52.350000,-0.000754
52.375000,0.002432
52.400000,0.002444
52.425000,0.006101
52.450000,0.006435
52.475000,0.007460
52.500000,0.007149
52.525000,0.005317
52.550000,0.003159
52.575000,0.002846
52.600000,0.002666
52.625000,0.004904
52.650000,-0.002438
52.675000,0.003652
52.700000,-0.001972
52.725000,-0.016028
52.750000,-0.015364
52.775000,-0.015855
52.800000,-0.009348
52.825000,0.003767
52.850000,0.005121
52.875000,0.002932
52.900000,-0.000155
52.925000,-0.000422
52.950000,-0.001518
52.975000,0.002322
53.000000,0.000777
53.025000,0.005285
53.050000,0.005820
53.075000,0.008471
53.100000,0.007385
53.125000,0.005336
53.150000,0.004407
53.175000,0.002175
53.200000,0.001086
53.225000,0.004240
53.250000,-0.003125
53.275000,0.001672
53.300000,-0.002129
53.325000,-0.016450
53.350000,-0.015935
53.375000,-0.013190
53.400000,-0.008712
53.425000,0.002531
53.450000,0.003576
53.475000,0.001658
53.500000,-0.001048
53.525000,0.000104
53.550000,-0.001100
53.575000,0.002618
53.600000,0.003044
53.625000,0.005992
53.650000,0.006511
53.675000,0.007589
53.700000,0.007144
53.725000,0.005335
53.750000,0.003210
53.775000,0.002206
53.800000,0.002559
53.825000,0.001972
53.850000,-0.001910
53.875000,0.003218
53.900000,-0.002076
53.925000,-0.014414
53.950000,-0.015000
53.975000,-0.013354
54.000000,-0.010363
54.025000,0.002990
54.050000,0.003766
54.075000,0.001344
54.100000,-0.000519
54.125000,-0.000297
54.150000,-0.000878
54.175000,0.002586
54.200000,0.002145
54.225000,0.006320
54.250000,0.006258
54.275000,0.007639
54.300000,0.006717
54.325000,0.005422
54.350000,0.003223
54.375000,0.002186
54.400000,0.002737
54.425000,0.002042
54.450000,-0.001897
54.475000,0.003122
54.500000,-0.002118
54.525000,-0.015965
54.550000,-0.014859
54.575000,-0.013289
54.600000,-0.007947
54.625000,0.002335
54.650000,0.002862
54.675000,0.002399
54.700000,-0.001036
54.725000,-0.000201
54.750000,-0.001101
54.775000,0.002761
54.800000,0.002617
54.825000,0.006076
54.850000,0.006474
54.875000,0.007427
54.900000,0.007087
54.925000,0.005541
54.950000,0.002509
54.975000,0.002315
55.000000,0.002748
55.025000,0.002103
55.050000,-0.001923
55.075000,0.002424
55.100000,-0.001854
55.125000,-0.015490
55.150000,-0.014377
55.175000,-0.012863
55.200000,-0.007863
55.225000,0.000940
55.250000,0.003219
55.275000,0.002245
55.300000,-0.001062
55.325000,0.000815
55.350000,-0.000510
55.375000,0.002660
55.400000,0.002295
55.425000,0.006380
55.450000,0.006361
55.475000,0.007068
55.500000,0.007309
55.525000,0.005480
55.550000,0.002967
55.575000,0.002899
55.600000,0.002488
55.625000,0.001693
55.650000,-0.001431
55.675000,0.001928
55.700000,-0.001895
55.725000,-0.015065
55.750000,-0.014933
55.775000,-0.013234
55.800000,-0.009732
55.825000,0.002634
55.850000,0.003782
55.875000,0.002241
55.900000,-0.000047
55.925000,-0.000063
55.950000,-0.000871
55.975000,0.001797
56.000000,0.002010
56.025000,0.006366
56.050000,0.005850
56.075000,0.007293
56.100000,0.007390
56.125000,0.005669
56.150000,0.002700
56.175000,0.002697
56.200000,0.002499
56.225000,0.001859
56.250000,-0.000815
56.275000,0.002359
56.300000,-0.001843
56.325000,-0.015086
56.350000,-0.015120
56.375000,-0.013691
56.400000,-0.009949
56.425000,0.002393
56.450000,0.003778
56.475000,0.002234
56.500000,0.000219
56.525000,0.000634
56.550000,-0.001143
56.575000,0.002269
56.600000,0.001880
56.625000,0.006501
56.650000,0.005817
56.675000,0.007361
56.700000,0.007445
56.725000,0.005923
56.750000,0.002700
56.775000,0.002412
56.800000,0.002427
56.825000,0.001720
56.850000,-0.000783
56.875000,0.002331
56.900000,-0.002461
56.925000,-0.014324
56.950000,-0.017096
56.975000,-0.013691
57.000000,-0.009949
57.025000,0.002182
57.050000,0.003108
57.075000,0.001681
57.100000,0.000736
57.125000,0.000470
57.150000,-0.000530
57.175000,0.002417
57.200000,0.003301
57.225000,0.006683
57.250000,0.006068
57.275000,0.007474
57.300000,0.007064
57.325000,0.006067
57.350000,0.002912
57.375000,0.002469
57.400000,0.002405
57.425000,0.001742
57.450000,-0.001522
57.475000,0.001908
57.500000,-0.001946
57.525000,-0.014157
57.550000,-0.015584
57.575000,-0.013598
57.600000,-0.010176
57.625000,0.002303
57.650000,0.003866
57.675000,0.002616
57.700000,-0.000462
57.725000,0.000731
57.750000,-0.000640
57.775000,0.002078
57.800000,0.002194
57.825000,0.006653
57.850000,0.006414
57.875000,0.007320
57.900000,0.007471
57.925000,0.005573
57.950000,0.003084
57.975000,0.002364
58.000000,0.002548
58.025000,0.001315
58.050000,-0.004250
58.075000,0.001908
58.100000,-0.001946
58.125000,-0.014929
58.150000,-0.014159
58.175000,-0.013150
58.200000,-0.006328
58.225000,0.003032
58.250000,0.003516
58.275000,0.003338
58.300000,-0.000167
58.325000,0.000011
58.350000,-0.002531
58.375000,0.001827
58.400000,0.001075
58.425000,0.006609
58.450000,0.005716
58.475000,0.007819
58.500000,0.007925
58.525000,0.005804
58.550000,0.002965
58.575000,0.003463
58.600000,0.002507
58.625000,0.002119
58.650000,-0.006834
58.675000,0.002239
58.700000,-0.001310
58.725000,-0.015244
58.750000,-0.014357
58.775000,-0.012730
58.800000,-0.007640
58.825000,0.003145
58.850000,0.003962
58.875000,0.002703
58.900000,-0.000086
58.925000,0.000138
58.950000,-0.001550
58.975000,0.002064
59.000000,0.000837
59.025000,0.006980
59.050000,0.005902
59.075000,0.008073
59.100000,0.007743
59.125000,0.006942
59.150000,0.004194
59.175000,0.002177
59.200000,0.001711
59.225000,0.001762
59.250000,-0.004717
59.275000,0.002388
59.300000,-0.003052
59.325000,-0.015242
59.350000,-0.016981
59.375000,-0.012348
59.400000,-0.009306
59.425000,0.003228
59.450000,0.003889
59.475000,0.003338
59.500000,-0.000152
59.525000,0.000802
59.550000,-0.001217
59.575000,0.001739
59.600000,0.002459
59.625000,0.006441
59.650000,0.005990
59.675000,0.007208
59.700000,0.007690
59.725000,0.006063
59.750000,0.003143
59.775000,0.002752
59.800000,0.002419
59.825000,0.002072
59.850000,-0.003964
59.875000,0.002817
59.900000,-0.002930
59.925000,-0.015118
59.950000,-0.015538
59.975000,-0.012755
60.000000,-0.010398
60.025000,0.002973
60.050000,0.003928
60.075000,0.003084
60.100000,-0.000298
60.125000,0.000865
60.150000,-0.001332
60.175000,0.002259
60.200000,0.002463
60.225000,0.006213
60.250000,0.005969
60.275000,0.007242
60.300000,0.007907
60.325000,0.006148
60.350000,0.002750
60.375000,0.003155
60.400000,0.002385
60.425000,0.001998
60.450000,-0.003684
60.475000,0.003032
60.500000,-0.002930
60.525000,-0.015246
60.550000,-0.015538
60.575000,-0.012510
60.600000,-0.009782
60.625000,0.002684
60.650000,0.003992
60.675000,0.003059
60.700000,-0.000916
60.725000,0.000318
60.750000,-0.000926
60.775000,0.002227
60.800000,0.002322
60.825000,0.006213
60.850000,0.005974
60.875000,0.007206
60.900000,0.007898
60.925000,0.006163
60.950000,0.002814
60.975000,0.002456
61.000000,0.002314
61.025000,0.002138
61.050000,-0.004089
61.075000,0.002922
61.100000,-0.001938
61.125000,-0.014665
61.150000,-0.015300
61.175000,-0.012801
61.200000,-0.009661
61.225000,0.003077
61.250000,0.004536
61.275000,0.003491
61.300000,-0.000441
61.325000,0.000416
61.350000,-0.001635
61.375000,0.002046
61.400000,0.000572
61.425000,0.005454
61.450000,0.006063
61.475000,0.007192
61.500000,0.008046
61.525000,0.006385
61.550000,-0.001968
61.575000,0.001446
61.600000,0.002269
61.625000,0.004160
61.650000,-0.002982
61.675000,0.002756
61.700000,-0.003014
61.725000,-0.015253
61.750000,-0.014785
61.775000,-0.011274
61.800000,-0.004977
61.825000,0.003895
61.850000,0.003343
61.875000,0.003290
61.900000,-0.000331
61.925000,0.000282
61.950000,-0.001671
61.975000,0.001979
62.000000,0.000797
62.025000,0.006064
62.050000,0.006149
62.075000,0.008109
62.100000,0.007750
62.125000,0.006727
62.150000,0.004169
62.175000,0.003361
62.200000,0.001606
62.225000,0.001643
62.250000,-0.003240
62.275000,0.001813
62.300000,-0.003819
62.325000,-0.015158
62.350000,-0.016124
62.375000,-0.012867
62.400000,-0.010654
62.425000,0.003258
62.450000,0.004380
62.475000,0.002977
62.500000,-0.000670
62.525000,0.000486
62.550000,-0.000997
62.575000,0.001684
62.600000,0.002089
62.625000,0.006456
62.650000,0.006616
62.675000,0.006970
62.700000,0.007815
62.725000,0.006599
62.750000,0.002705
62.775000,0.002556
62.800000,0.002362
62.825000,0.001923
62.850000,-0.005878
62.875000,0.003818
62.900000,-0.001770
62.925000,-0.014967
62.950000,-0.015547
62.975000,-0.012489
63.000000,-0.010027
63.025000,0.003877
63.050000,0.002896
63.075000,0.003046
63.100000,-0.000824
63.125000,0.000606
63.150000,-0.000855
63.175000,0.002322
63.200000,0.002763
63.225000,0.006490
63.250000,0.006346
63.275000,0.007266
63.300000,0.007686
63.325000,0.006658
63.350000,-0.000866
63.375000,0.003455
63.400000,0.002362
63.425000,0.002063
63.450000,-0.003621
63.475000,0.003190
63.500000,-0.002359
63.525000,-0.015386
63.550000,-0.015547
63.575000,-0.012459
63.600000,-0.009067
63.625000,0.004366
63.650000,0.003263
63.675000,0.003456
63.700000,-0.001047
63.725000,0.000529
63.750000,-0.000984
63.775000,0.002210
63.800000,0.002537
63.825000,0.006282
63.850000,0.006297
63.875000,0.007393
63.900000,0.007718
63.925000,0.006878
63.950000,0.003846
63.975000,0.002905
64.000000,0.001599
64.025000,0.001695
64.050000,-0.004694
64.075000,0.003220
64.100000,-0.003226
64.125000,-0.016791
64.150000,-0.015854
64.175000,-0.011840
64.200000,-0.009542
64.225000,0.003886
64.250000,0.002915
64.275000,0.002701
64.300000,-0.000935
64.325000,0.000509
64.350000,-0.000686
64.375000,0.002486
64.400000,0.002621
64.425000,0.006711
64.450000,0.006470
64.475000,0.007333
64.500000,0.007640
64.525000,0.006669
64.550000,0.003771
64.575000,0.002905
64.600000,0.001530
64.625000,0.001875
64.650000,-0.004862
64.675000,0.002709
64.700000,-0.002102
64.725000,-0.015424
64.750000,-0.016349
64.775000,-0.012496
64.800000,-0.009320
64.825000,0.004368
64.850000,0.002762
64.875000,0.003374
64.900000,-0.001036
64.925000,0.000456
64.950000,-0.001105
64.975000,0.002133
65.000000,0.001091
65.025000,0.006361
65.050000,0.006373
65.075000,0.007374
65.100000,0.008169
65.125000,0.007058
65.150000,0.002956
65.175000,0.002866
65.200000,0.002449
65.225000,0.001560
65.250000,-0.005914
65.275000,0.011224
65.300000,0.033496
65.325000,0.036514
65.350000,0.053792
65.375000,0.078952
65.400000,0.104635
65.425000,0.087565
65.450000,0.086486
65.475000,0.073668
65.500000,0.073013
65.525000,0.058447
65.550000,0.044602
65.575000,0.037705
65.600000,0.024078
65.625000,0.018798
65.650000,0.010519
65.675000,0.012165
65.700000,0.011660
65.725000,-0.000794
65.750000,-0.008937
65.775000,-0.007120
65.800000,-0.008240
65.825000,-0.002333
65.850000,-0.123623
65.875000,-0.143271
65.900000,-0.143399
65.925000,-0.119874
65.950000,-0.102651
65.975000,-0.107957
66.000000,-0.005989
66.025000,-0.004864
66.050000,-0.002843
66.075000,-0.003369
66.100000,-0.003147
66.125000,-0.004462
66.150000,-0.009418
66.175000,-0.019286
66.200000,-0.020096
66.225000,-0.020619
66.250000,-0.021562
66.275000,-0.008420
66.300000,-0.007776
66.325000,0.004543
66.350000,0.007024
66.375000,0.014178
66.400000,0.014720
66.425000,0.014658
66.450000,0.012963
66.475000,0.011872
66.500000,0.006808
66.525000,-0.622387
66.550000,-0.730754
66.575000,-0.542901
66.600000,-0.735883
66.625000,-0.693295
66.650000,-0.735376
66.675000,-0.680386
66.700000,-1.474664
66.725000,-2.995291
66.750000,1.301330
66.775000,0.625574
66.800000,0.212855
66.825000,0.911988
66.850000,0.808846
66.875000,0.879278
66.900000,0.712990
66.925000,0.766941
66.950000,0.909999
66.975000,0.716423
67.000000,0.667249
67.025000,0.653637
67.050000,0.622886
67.075000,0.604221
67.100000,0.592091
67.125000,0.630730
67.150000,0.227268
67.175000,0.239330
67.200000,0.270539
67.225000,0.156963
67.250000,0.262061
67.275000,0.409083
67.300000,-1.750066
67.325000,1.104993
67.350000,1.777533
67.375000,0.575396
67.400000,0.504261
67.425000,0.461189
67.450000,0.406397
67.475000,0.413388
67.500000,-0.241440
67.525000,-0.625979
67.550000,0.300346
67.575000,0.378345
67.600000,0.765638
67.625000,0.548362
67.650000,0.535248
67.675000,0.521388
67.700000,0.522980
67.725000,0.542618
67.750000,0.610086
67.775000,-217.379837
67.800000,-23.250317
67.825000,-7.351069
67.850000,-5.664408
67.875000,6.188022
67.900000,12.240004
67.925000,10.681817
67.950000,2.838745
67.975000,2.776874
68.000000,-7.544412
68.025000,-0.938879
68.050000,-0.248902
68.075000,-0.786308
68.100000,-2.208748
68.125000,-15.128688
68.150000,-1.251417
68.175000,-2.956052
68.200000,0.726491
68.225000,-0.398684
68.250000,-0.268558
68.275000,-0.196269
68.300000,-0.210735
68.325000,-0.361092
68.350000,-0.523254
68.375000,inf
68.400000,inf
68.425000,2.185554
68.450000,inf
68.475000,inf
68.500000,inf
68.525000,-1.493296
68.550000,-0.886788
68.575000,-0.417581
68.600000,-0.055679
68.625000,0.267721
68.650000,0.413273
68.675000,0.684993
68.700000,-2.121782
68.725000,-1.574220
68.750000,-1.048564
68.775000,-0.972802
