simulation time,actual_yL
0.005000,-2147485.385653
0.010000,-2147485.385653
0.015000,-2147485.385653
0.020000,-2147485.385653
0.025000,0.118347
0.030000,0.118347
0.035000,0.118347
0.040000,0.118347
0.045000,0.118347
0.050000,0.118347
0.055000,0.118347
0.060000,0.118347
0.065000,0.118347
0.070000,0.118347
0.075000,0.118347
0.080000,0.118347
0.085000,0.118347
0.090000,0.118347
0.095000,0.118347
0.100000,0.118347
0.105000,0.118347
0.110000,0.118347
0.115000,0.118347
0.120000,0.118347
0.125000,0.118347
0.130000,0.118347
0.135000,0.118347
0.140000,0.118347
0.145000,0.118347
0.150000,0.118347
0.155000,0.118347
0.160000,0.118347
0.165000,0.118347
0.170000,0.118347
0.175000,0.118347
0.180000,0.118347
0.185000,0.118347
0.190000,0.118347
0.195000,0.118347
0.200000,0.118347
0.205000,0.118347
0.210000,0.118347
0.215000,0.118347
0.220000,0.118347
0.225000,0.118347
0.230000,0.118347
0.235000,0.118347
0.240000,0.118347
0.245000,0.118347
0.250000,0.118347
0.255000,0.118347
0.260000,0.118347
0.265000,0.118347
0.270000,0.118347
0.275000,0.118347
0.280000,0.118347
0.285000,0.118347
0.290000,0.118347
0.295000,0.118347
0.300000,0.118347
0.305000,0.118347
0.310000,0.118347
0.315000,0.118347
0.320000,0.118347
0.325000,0.118347
0.330000,0.118347
0.335000,0.118347
0.340000,0.118347
0.345000,0.118347
0.350000,0.118347
0.355000,0.118347
0.360000,0.118347
0.365000,0.118347
0.370000,0.118347
0.375000,0.118347
0.380000,0.118347
0.385000,0.118347
0.390000,0.118347
0.395000,0.118347
0.400000,0.118347
0.405000,0.118347
0.410000,0.118347
0.415000,0.118347
0.420000,0.118347
0.425000,0.118347
0.430000,0.118347
0.435000,0.118347
0.440000,0.118347
0.445000,0.118347
0.450000,0.118347
0.455000,0.118347
0.460000,0.118347
0.465000,0.118347
0.470000,0.118347
0.475000,0.118347
0.480000,0.118347
0.485000,0.118347
0.490000,0.118347
0.495000,0.118347
0.500000,0.118347
0.505000,0.118347
0.510000,0.118347
0.515000,0.118347
0.520000,0.118347
0.525000,0.118347
0.530000,0.118347
0.535000,0.118347
0.540000,0.118347
0.545000,0.118347
0.550000,0.118347
0.555000,0.118347
0.560000,0.118347
0.565000,0.118347
0.570000,0.118347
0.575000,0.118347
0.580000,0.118347
0.585000,0.118347
0.590000,0.118347
0.595000,0.118347
0.600000,0.118347
0.605000,0.118347
0.610000,0.118347
0.615000,0.118347
0.620000,0.118347
0.625000,0.118347
0.630000,0.118347
0.635000,0.118347
0.640000,0.118347
0.645000,0.118347
0.650000,0.118347
0.655000,0.118347
0.660000,0.118347
0.665000,0.118347
0.670000,0.118347
0.675000,0.118347
0.680000,0.118347
0.685000,0.118347
0.690000,0.118347
0.695000,0.118347
0.700000,0.118347
0.705000,0.118347
0.710000,0.118347
0.715000,0.118347
0.720000,0.118347
0.725000,0.118347
0.730000,0.118347
0.735000,0.118347
0.740000,0.118347
0.745000,0.118347
0.750000,0.118347
0.755000,0.118347
0.760000,0.118347
0.765000,0.118347
0.770000,0.118347
0.775000,0.118347
0.780000,0.118347
0.785000,0.118347
0.790000,0.118347
0.795000,0.118347
0.800000,0.118347
0.805000,0.118347
0.810000,0.118347
0.815000,0.118347
0.820000,0.118347
0.825000,0.118347
0.830000,0.118347
0.835000,0.118347
0.840000,0.118347
0.845000,0.118347
0.850000,0.118347
0.855000,0.118347
0.860000,0.118347
0.865000,0.118347
0.870000,0.118347
0.875000,0.118347
0.880000,0.118347
0.885000,0.118347
0.890000,0.118347
0.895000,0.118347
0.900000,0.118347
0.905000,0.118347
0.910000,0.118347
0.915000,0.118347
0.920000,0.118347
0.925000,0.118347
0.930000,0.118347
0.935000,0.118347
0.940000,0.118347
0.945000,0.118347
0.950000,0.118347
0.955000,0.118347
0.960000,0.118347
0.965000,0.118347
0.970000,0.118347
0.975000,0.118347
0.980000,0.118347
0.985000,0.118347
0.990000,0.118347
0.995000,0.118347
1.000000,0.118347
1.005000,0.118347
1.010000,0.118347
1.015000,0.118347
1.020000,0.118347
1.025000,0.118347
1.030000,0.118347
1.035000,0.118347
1.040000,0.118347
1.045000,0.118347
1.050000,0.118347
1.055000,0.118347
1.060000,0.118347
1.065000,0.118347
1.070000,0.118347
1.075000,0.118347
1.080000,0.118347
1.085000,0.118347
1.090000,0.118347
1.095000,0.118347
1.100000,0.118347
1.105000,0.118347
1.110000,0.118347
1.115000,0.118347
1.120000,0.118347
1.125000,0.118347
1.130000,0.118347
1.135000,0.118347
1.140000,0.118347
1.145000,0.118347
1.150000,0.118347
1.155000,0.118347
1.160000,0.118347
1.165000,0.118347
1.170000,0.118347
1.175000,0.118347
1.180000,0.118347
1.185000,0.118347
1.190000,0.118347
1.195000,0.118347
1.200000,0.118347
1.205000,0.118347
1.210000,0.118347
1.215000,0.118347
1.220000,0.118347
1.225000,0.118347
1.230000,0.118347
1.235000,0.118347
1.240000,0.118347
1.245000,0.118347
1.250000,0.118347
1.255000,0.118347
1.260000,0.118347
1.265000,0.118347
1.270000,0.118347
1.275000,0.118347
1.280000,0.118347
1.285000,0.118347
1.290000,0.118347
1.295000,0.118347
1.300000,0.118347
1.305000,0.118347
1.310000,0.118347
1.315000,0.118347
1.320000,0.118347
1.325000,0.118347
1.330000,0.118347
1.335000,0.118347
1.340000,0.118347
1.345000,0.118347
1.350000,0.118347
1.355000,0.118347
1.360000,0.118347
1.365000,0.118347
1.370000,0.118347
1.375000,0.118347
1.380000,0.118347
1.385000,0.118347
1.390000,0.118347
1.395000,0.118347
1.400000,0.118347
1.405000,0.118347
1.410000,0.118347
1.415000,0.118347
1.420000,0.118347
1.425000,0.118347
1.430000,0.118347
1.435000,0.118347
1.440000,0.118347
1.445000,0.118347
1.450000,0.118347
1.455000,0.118347
1.460000,0.118347
1.465000,0.118347
1.470000,0.118347
1.475000,0.118347
1.480000,0.118347
1.485000,0.118347
1.490000,0.118347
1.495000,0.118347
1.500000,0.118347
1.505000,0.118347
1.510000,0.118347
1.515000,0.118347
1.520000,0.118347
1.525000,0.118347
1.530000,0.118347
1.535000,0.118347
1.540000,0.118347
1.545000,0.118347
1.550000,0.118347
1.555000,0.118347
1.560000,0.118347
1.565000,0.118347
1.570000,0.118347
1.575000,0.118347
1.580000,0.118347
1.585000,0.118347
1.590000,0.118347
1.595000,0.118347
1.600000,0.118347
1.605000,0.118347
1.610000,0.118347
1.615000,0.118347
1.620000,0.118347
1.625000,0.118347
1.630000,0.118347
1.635000,0.118347
1.640000,0.118347
1.645000,0.118347
1.650000,0.118347
1.655000,0.118347
1.660000,0.118347
1.665000,0.118347
1.670000,0.118347
1.675000,0.118347
1.680000,0.118347
1.685000,0.118347
1.690000,0.118347
1.695000,0.118347
1.700000,0.118347
1.705000,0.118347
1.710000,0.118347
1.715000,0.118347
1.720000,0.118347
1.725000,0.118347
1.730000,0.118347
1.735000,0.118347
1.740000,0.118347
1.745000,0.118347
1.750000,0.118347
1.755000,0.118347
1.760000,0.118347
1.765000,0.118347
1.770000,0.118347
1.775000,0.118347
1.780000,0.118347
1.785000,0.118347
1.790000,0.118347
1.795000,0.118347
1.800000,0.118347
1.805000,0.118347
1.810000,0.118347
1.815000,0.118347
1.820000,0.118347
1.825000,0.118347
1.830000,0.118347
1.835000,0.118347
1.840000,0.118347
1.845000,0.118347
1.850000,0.118347
1.855000,0.118347
1.860000,0.118347
1.865000,0.118347
1.870000,0.118347
1.875000,0.118347
1.880000,0.118347
1.885000,0.118347
1.890000,0.118347
1.895000,0.118347
1.900000,0.118347
1.905000,0.118347
1.910000,0.118347
1.915000,0.118347
1.920000,0.118347
1.925000,0.118347
1.930000,0.118347
1.935000,0.118347
1.940000,0.118347
1.945000,0.118347
1.950000,0.118347
1.955000,0.118347
1.960000,0.118347
1.965000,0.118347
1.970000,0.118347
1.975000,0.118347
1.980000,0.118347
1.985000,0.118347
1.990000,0.118347
1.995000,0.118347
2.000000,0.118347
2.005000,0.118347
2.010000,0.118347
2.015000,0.118347
2.020000,0.118347
2.025000,0.118347
2.030000,0.118347
2.035000,0.118347
2.040000,0.118347
2.045000,0.118347
2.050000,0.118347
2.055000,0.118347
2.060000,0.118347
2.065000,0.118347
2.070000,0.118347
2.075000,0.118347
2.080000,0.118347
2.085000,0.118347
2.090000,0.118347
2.095000,0.118347
2.100000,0.118347
2.105000,0.118347
2.110000,0.118347
2.115000,0.118347
2.120000,0.118347
2.125000,0.118347
2.130000,0.118347
2.135000,0.118347
2.140000,0.118347
2.145000,0.118347
2.150000,0.118347
2.155000,0.118347
2.160000,0.118347
2.165000,0.118347
2.170000,0.118347
2.175000,0.118347
2.180000,0.118347
2.185000,0.118347
2.190000,0.118347
2.195000,0.118347
2.200000,0.118347
2.205000,0.118347
2.210000,0.118347
2.215000,0.118347
2.220000,0.118347
2.225000,0.118347
2.230000,0.118347
2.235000,0.118347
2.240000,0.118347
2.245000,0.118347
2.250000,0.118347
2.255000,0.118347
2.260000,0.118347
2.265000,0.118347
2.270000,0.118347
2.275000,0.118347
2.280000,0.118347
2.285000,0.118347
2.290000,0.118347
2.295000,0.118347
2.300000,0.118347
2.305000,0.118347
2.310000,0.118347
2.315000,0.118347
2.320000,0.118347
2.325000,0.118347
2.330000,0.118347
2.335000,0.118347
2.340000,0.118347
2.345000,0.118347
2.350000,0.118347
2.355000,0.118347
2.360000,0.118347
2.365000,0.118347
2.370000,0.118347
2.375000,0.118347
2.380000,0.118347
2.385000,0.118347
2.390000,0.118347
2.395000,0.118347
2.400000,0.118347
2.405000,0.118347
2.410000,0.118347
2.415000,0.118347
2.420000,0.118347
2.425000,0.118347
2.430000,0.118347
2.435000,0.118347
2.440000,0.118347
2.445000,0.118347
2.450000,0.118347
2.455000,0.118347
2.460000,0.118347
2.465000,0.118347
2.470000,0.118347
2.475000,0.118347
2.480000,0.118347
2.485000,0.118347
2.490000,0.118347
2.495000,0.118347
2.500000,0.118347
2.505000,0.118347
2.510000,0.118347
2.515000,0.118347
2.520000,0.118347
2.525000,0.118347
2.530000,0.118347
2.535000,0.118347
2.540000,0.118347
2.545000,0.118347
2.550000,0.118347
2.555000,0.118347
2.560000,0.118347
2.565000,0.118347
2.570000,0.118347
2.575000,0.118347
2.580000,0.118347
2.585000,0.118347
2.590000,0.118347
2.595000,0.118347
2.600000,0.118347
2.605000,0.118347
2.610000,0.118347
2.615000,0.118347
2.620000,0.118347
2.625000,0.118347
2.630000,0.118347
2.635000,0.118347
2.640000,0.118347
2.645000,0.118347
2.650000,0.118347
2.655000,0.118347
2.660000,0.118347
2.665000,0.118347
2.670000,0.118347
2.675000,0.118347
2.680000,0.118347
2.685000,0.118347
2.690000,0.118347
2.695000,0.118347
2.700000,0.118347
2.705000,0.118347
2.710000,0.118347
2.715000,0.118347
2.720000,0.118347
2.725000,0.118347
2.730000,0.118347
2.735000,0.118347
2.740000,0.118347
2.745000,0.118347
2.750000,0.118347
2.755000,0.118347
2.760000,0.118347
2.765000,0.118347
2.770000,0.118347
2.775000,0.118347
2.780000,0.118347
2.785000,0.118347
2.790000,0.118347
2.795000,0.118347
2.800000,0.118347
2.805000,0.118347
2.810000,0.118347
2.815000,0.118347
2.820000,0.118347
2.825000,0.118347
2.830000,0.118347
2.835000,0.118347
2.840000,0.118347
2.845000,0.118347
2.850000,0.118347
2.855000,0.118347
2.860000,0.118347
2.865000,0.118347
2.870000,0.118347
2.875000,0.118347
2.880000,0.118347
2.885000,0.118347
2.890000,0.118347
2.895000,0.118347
2.900000,0.118347
2.905000,0.118347
2.910000,0.118347
2.915000,0.118347
2.920000,0.118347
2.925000,0.118347
2.930000,0.118347
2.935000,0.118347
2.940000,0.118347
2.945000,0.118347
2.950000,0.118347
2.955000,0.118347
2.960000,0.118347
2.965000,0.118347
2.970000,0.118347
2.975000,0.118347
2.980000,0.118347
2.985000,0.118347
2.990000,0.118347
2.995000,0.118347
3.005000,0.118347
3.010000,0.118347
3.015000,0.118347
3.020000,0.118347
3.025000,0.118347
3.030000,0.118347
3.035000,0.118347
3.040000,0.118347
3.045000,0.118347
3.050000,0.118347
3.055000,0.118347
3.060000,0.118347
3.065000,0.118347
3.070000,0.118347
3.075000,0.118347
3.080000,0.118347
3.085000,0.118347
3.090000,0.118347
3.095000,0.118347
3.100000,0.118347
3.105000,0.118347
3.110000,0.118347
3.115000,0.118347
3.120000,0.118347
3.125000,0.118347
3.130000,0.118347
3.135000,0.118347
3.140000,0.118347
3.145000,0.118347
3.150000,0.118347
3.155000,0.118347
3.160000,0.118347
3.165000,0.118347
3.170000,0.118347
3.175000,0.117347
3.180000,0.117347
3.185000,0.117347
3.190000,0.117347
3.195000,0.117347
3.200000,0.116347
3.205000,0.116347
3.210000,0.116347
3.215000,0.116347
3.220000,0.116347
3.225000,0.114347
3.230000,0.114347
3.235000,0.114347
3.240000,0.114347
3.245000,0.114347
3.250000,0.113347
3.255000,0.113347
3.260000,0.113347
3.265000,0.113347
3.270000,0.113347
3.275000,0.110347
3.280000,0.110347
3.285000,0.110347
3.290000,0.110347
3.295000,0.110347
3.300000,0.108347
3.305000,0.108347
3.310000,0.108347
3.315000,0.108347
3.320000,0.108347
3.325000,0.106347
3.330000,0.106347
3.335000,0.106347
3.340000,0.106347
3.345000,0.106347
3.350000,0.104347
3.355000,0.104347
3.360000,0.104347
3.365000,0.104347
3.370000,0.104347
3.375000,0.101347
3.380000,0.101347
3.385000,0.101347
3.390000,0.101347
3.395000,0.101347
3.400000,0.099347
3.405000,0.099347
3.410000,0.099347
3.415000,0.099347
3.420000,0.099347
3.425000,0.096347
3.430000,0.096347
3.435000,0.096347
3.440000,0.096347
3.445000,0.096347
3.450000,0.094347
3.455000,0.094347
3.460000,0.094347
3.465000,0.094347
3.470000,0.094347
3.475000,0.091347
3.480000,0.091347
3.485000,0.091347
3.490000,0.091347
3.495000,0.091347
3.500000,0.088347
3.505000,0.088347
3.510000,0.088347
3.515000,0.088347
3.520000,0.088347
3.525000,0.086347
3.530000,0.086347
3.535000,0.086347
3.540000,0.086347
3.545000,0.086347
3.550000,0.083347
3.555000,0.083347
3.560000,0.083347
3.565000,0.083347
3.570000,0.083347
3.575000,0.080347
3.580000,0.080347
3.585000,0.080347
3.590000,0.080347
3.595000,0.080347
3.600000,0.077347
3.605000,0.077347
3.610000,0.077347
3.615000,0.077347
3.620000,0.077347
3.625000,0.074347
3.630000,0.074347
3.635000,0.074347
3.640000,0.074347
3.645000,0.074347
