simulation time,steering angle
32.825000,-0.000272
32.850000,-0.000059
32.875000,-0.000458
32.900000,-0.001935
32.925000,-0.000787
32.950000,-0.002965
32.975000,-0.003221
33.000000,-0.002649
33.025000,-0.000984
33.050000,0.001793
33.075000,0.001632
33.100000,0.000704
33.125000,-0.000243
33.150000,-0.000026
33.175000,-0.000391
33.200000,0.000453
33.225000,0.001122
33.250000,0.001546
33.275000,0.001382
33.300000,0.001931
33.325000,0.001756
33.350000,0.000946
33.375000,0.000452
33.400000,-0.000360
33.425000,0.000016
33.450000,0.000066
33.475000,-0.000656
33.500000,-0.001269
33.525000,-0.001050
33.550000,-0.002904
33.575000,-0.003629
33.600000,-0.002456
33.625000,-0.000455
33.650000,0.001609
33.675000,0.001523
33.700000,0.000942
33.725000,-0.000260
33.750000,-0.000090
33.775000,-0.000321
33.800000,0.000527
33.825000,0.001068
33.850000,0.001494
33.875000,0.001579
33.900000,0.002121
33.925000,0.001729
33.950000,0.000843
33.975000,0.000424
34.000000,-0.000424
34.025000,-0.000263
34.050000,-0.000069
34.075000,-0.000322
34.100000,-0.001885
34.125000,-0.001110
34.150000,-0.003129
34.175000,-0.003440
34.200000,-0.002718
34.225000,-0.000211
34.250000,0.001851
34.275000,0.001340
34.300000,0.000843
34.325000,-0.000101
34.350000,0.000040
34.375000,-0.000344
34.400000,0.000442
34.425000,0.001015
34.450000,0.001440
34.475000,0.001484
34.500000,0.001903
34.525000,0.001863
34.550000,0.000988
34.575000,0.000447
34.600000,-0.000199
34.625000,-0.000070
34.650000,0.000014
34.675000,-0.000377
34.700000,-0.001675
34.725000,-0.000934
34.750000,-0.003031
34.775000,-0.003016
34.800000,-0.002759
34.825000,-0.000927
34.850000,0.001743
34.875000,0.001543
34.900000,0.000942
34.925000,-0.000312
34.950000,-0.000147
34.975000,-0.000353
35.000000,0.000544
35.025000,0.001052
35.050000,0.001433
35.075000,0.001492
35.100000,0.001961
35.125000,0.001797
35.150000,0.000938
35.175000,0.000669
35.200000,-0.000178
35.225000,-0.000202
35.250000,-0.000679
35.275000,-0.000577
35.300000,-0.001740
35.325000,-0.000956
35.350000,-0.002897
35.375000,-0.003236
35.400000,-0.002107
35.425000,-0.000277
35.450000,0.001820
35.475000,0.001449
35.500000,0.000708
35.525000,-0.000221
35.550000,-0.000200
35.575000,-0.000342
35.600000,0.000579
35.625000,0.000978
35.650000,0.001470
35.675000,0.001654
35.700000,0.002127
35.725000,0.001676
35.750000,0.000971
35.775000,0.000362
35.800000,-0.000693
35.825000,-0.000255
35.850000,-0.000213
35.875000,-0.000555
35.900000,-0.001892
35.925000,-0.001137
35.950000,-0.002906
35.975000,-0.003472
36.000000,-0.002168
36.025000,-0.000381
36.050000,0.001315
36.075000,0.001237
36.100000,0.000738
36.125000,0.000137
36.150000,0.000304
36.175000,-0.000031
36.200000,0.000483
36.225000,0.000914
36.250000,0.001360
36.275000,0.001492
36.300000,0.001988
36.325000,0.001636
36.350000,0.000982
