simulation time,steering angle
6.250000,0.001741
6.275000,0.001365
6.300000,0.000584
6.325000,0.000923
6.350000,0.000187
6.375000,-0.000034
6.400000,0.000993
6.425000,0.000908
6.450000,0.000595
6.475000,-0.000775
6.500000,-0.002129
6.525000,-0.003965
6.550000,-0.004565
6.575000,-0.003382
6.600000,-0.000179
6.625000,0.002688
6.650000,0.000309
6.675000,-0.000235
6.700000,-0.001674
6.725000,-0.000420
6.750000,0.000222
6.775000,0.001256
6.800000,0.001971
6.825000,0.001992
6.850000,0.002046
6.875000,0.001622
6.900000,0.000781
6.925000,-0.000072
6.950000,-0.000652
6.975000,-0.001679
7.000000,0.000746
7.025000,0.000792
7.050000,0.001914
7.075000,-0.002246
7.100000,-0.002107
7.125000,-0.004393
7.150000,-0.002531
7.175000,-0.000204
7.200000,0.001655
7.225000,0.001844
7.250000,-0.000669
7.275000,-0.000607
7.300000,-0.000584
7.325000,0.000271
7.350000,0.000955
7.375000,0.001168
7.400000,0.002139
7.425000,0.002021
7.450000,0.001465
7.475000,0.001171
7.500000,0.000708
7.525000,-0.000238
7.550000,-0.000281
7.575000,-0.000643
7.600000,0.000631
7.625000,0.000671
7.650000,0.001539
7.675000,-0.000227
7.700000,-0.002833
7.725000,-0.004794
7.750000,-0.003598
7.775000,-0.001541
7.800000,0.001308
7.825000,0.002030
7.850000,0.000001
7.875000,-0.000004
7.900000,0.000170
7.925000,0.000108
7.950000,0.000128
7.975000,0.000623
8.000000,0.000858
8.025000,0.001072
8.050000,0.001558
8.075000,0.001529
8.100000,0.001217
8.125000,0.000687
8.150000,0.000335
8.175000,-0.000389
8.200000,0.000307
8.225000,0.000516
8.250000,0.000911
8.275000,0.000599
8.300000,-0.002160
8.325000,-0.003568
8.350000,-0.004474
8.375000,-0.003456
8.400000,-0.000481
8.425000,0.002907
8.450000,0.000831
8.475000,0.000520
8.500000,-0.000083
8.525000,0.000331
8.550000,-0.000202
8.575000,0.000988
8.600000,0.001133
8.625000,0.001697
8.650000,0.001672
8.675000,0.001309
8.700000,0.000798
8.725000,0.000928
8.750000,0.000206
8.775000,-0.000137
8.800000,0.001014
8.825000,0.000862
8.850000,0.000956
8.875000,-0.000597
8.900000,-0.001702
8.925000,-0.004601
8.950000,-0.004812
8.975000,-0.004408
9.000000,-0.000913
9.025000,0.002891
9.050000,0.000555
9.075000,0.000203
9.100000,-0.001431
9.125000,0.000062
9.150000,0.000414
9.175000,0.001445
9.200000,0.001761
9.225000,0.001626
9.250000,0.001997
9.275000,0.001651
9.300000,0.000496
9.325000,0.000120
9.350000,-0.000599
9.375000,-0.001636
9.400000,0.000727
9.425000,0.000787
9.450000,0.001783
9.475000,-0.002322
9.500000,-0.003042
9.525000,-0.004102
9.550000,-0.002250
9.575000,0.000402
9.600000,0.001742
9.625000,0.001715
9.650000,-0.000633
9.675000,-0.000395
9.700000,-0.000499
9.725000,0.000303
9.750000,0.000572
9.775000,0.001230
9.800000,0.002239
9.825000,0.001932
9.850000,0.001567
9.875000,0.001203
9.900000,0.000859
9.925000,-0.000087
9.950000,-0.000290
9.975000,-0.000640
10.000000,0.000448
10.025000,0.000630
10.050000,0.001612
10.075000,-0.000294
10.100000,-0.002400
10.125000,-0.004995
10.150000,-0.004062
10.175000,-0.001643
10.200000,0.001498
10.225000,0.002006
10.250000,0.000031
10.275000,0.000172
10.300000,0.000027
10.325000,0.000084
10.350000,0.000102
10.375000,0.000567
10.400000,0.000872
10.425000,0.001206
10.450000,0.001462
10.475000,0.001442
10.500000,0.001226
10.525000,0.000749
10.550000,0.000363
10.575000,-0.000356
10.600000,0.000392
10.625000,0.000467
10.650000,0.001300
10.675000,0.000785
10.700000,-0.001976
10.725000,-0.003572
10.750000,-0.005127
10.775000,-0.004242
10.800000,-0.000902
10.825000,0.003090
10.850000,0.000391
10.875000,0.000636
10.900000,-0.000018
10.925000,0.000326
10.950000,-0.000025
10.975000,0.000724
11.000000,0.001056
11.025000,0.002085
11.050000,0.001812
11.075000,0.001444
11.100000,0.001020
11.125000,0.000659
11.150000,0.000269
11.175000,-0.000475
11.200000,0.000738
11.225000,0.000925
11.250000,0.001532
11.275000,-0.001365
11.300000,-0.002264
11.325000,-0.004371
11.350000,-0.004439
11.375000,-0.002807
11.400000,0.000766
11.425000,0.002529
11.450000,0.000505
11.475000,-0.000169
11.500000,-0.001690
11.525000,-0.000439
11.550000,0.000220
11.575000,0.001231
11.600000,0.001984
11.625000,0.001852
11.650000,0.002060
11.675000,0.001577
11.700000,0.000717
11.725000,0.000078
11.750000,-0.000355
11.775000,-0.001389
11.800000,0.000844
11.825000,0.000981
11.850000,0.001783
11.875000,-0.001699
11.900000,-0.002423
11.925000,-0.005292
11.950000,-0.003469
11.975000,-0.000186
12.000000,0.002039
12.025000,0.002334
12.050000,-0.000989
12.075000,-0.000687
12.100000,-0.000765
12.125000,0.000350
12.150000,0.000365
12.175000,0.001147
12.200000,0.002248
12.225000,0.001892
12.250000,0.001855
12.275000,0.001340
12.300000,0.000975
12.325000,0.000166
12.350000,-0.000238
12.375000,-0.000736
12.400000,0.000604
12.425000,0.000609
12.450000,0.001464
12.475000,-0.000295
12.500000,-0.002168
12.525000,-0.004703
12.550000,-0.003753
12.575000,-0.002217
12.600000,0.001283
12.625000,0.002172
12.650000,-0.000034
12.675000,0.000146
12.700000,-0.000305
12.725000,0.000084
12.750000,0.000171
12.775000,0.000647
12.800000,0.000945
12.825000,0.001345
12.850000,0.001591
12.875000,0.001320
12.900000,0.000843
12.925000,0.000676
12.950000,0.000469
12.975000,-0.000566
13.000000,0.000405
13.025000,0.000524
13.050000,0.001474
13.075000,0.001090
13.100000,-0.001848
13.125000,-0.004113
13.150000,-0.004867
13.175000,-0.004417
13.200000,-0.000599
13.225000,0.003240
13.250000,0.000512
13.275000,0.000632
13.300000,-0.000217
13.325000,0.000479
13.350000,-0.000205
13.375000,0.000903
13.400000,0.001276
13.425000,0.002046
13.450000,0.001877
13.475000,0.001459
13.500000,0.000957
13.525000,0.000817
13.550000,0.000363
13.575000,-0.000071
13.600000,0.000985
13.625000,0.000664
13.650000,0.001312
13.675000,-0.000788
13.700000,-0.001263
13.725000,-0.004140
13.750000,-0.005319
13.775000,-0.004195
13.800000,-0.001289
13.825000,0.002239
13.850000,0.000332
13.875000,-0.000118
13.900000,-0.001542
13.925000,0.000146
13.950000,0.000396
13.975000,0.001275
14.000000,0.001287
14.025000,0.001847
14.050000,0.001902
14.075000,0.001492
14.100000,0.001231
14.125000,0.000192
14.150000,-0.000690
14.175000,-0.001687
14.200000,0.000402
14.225000,0.000619
14.250000,0.001256
14.275000,-0.002165
14.300000,-0.003403
14.325000,-0.004222
14.350000,-0.001280
14.375000,0.000426
14.400000,0.001671
14.425000,0.001026
14.450000,-0.000646
14.475000,-0.000417
14.500000,0.000004
14.525000,0.000918
14.550000,0.001661
14.575000,0.001744
14.600000,0.002260
14.625000,0.001626
14.650000,0.001783
14.675000,0.001172
14.700000,0.000750
14.725000,-0.000139
14.750000,-0.000414
14.775000,-0.000565
14.800000,0.000881
14.825000,0.000772
14.850000,0.001559
14.875000,-0.000639
14.900000,-0.001694
14.925000,-0.004631
14.950000,-0.004177
14.975000,-0.003551
15.000000,0.001939
15.025000,0.002734
15.050000,-0.000468
15.075000,-0.000016
15.100000,-0.000639
15.125000,-0.000026
15.150000,-0.000196
15.175000,0.000940
15.200000,0.001410
15.225000,0.001734
15.250000,0.001561
15.275000,0.001295
15.300000,0.000933
15.325000,0.000438
15.350000,-0.000054
15.375000,-0.000671
15.400000,0.000943
15.425000,0.000883
15.450000,0.001537
15.475000,-0.000786
15.500000,-0.002226
15.525000,-0.005254
15.550000,-0.004268
15.575000,-0.002289
15.600000,0.001992
15.625000,0.002548
15.650000,-0.000343
15.675000,-0.000513
15.700000,-0.001546
15.725000,-0.000339
15.750000,0.000502
15.775000,0.001485
15.800000,0.002103
15.825000,0.001906
15.850000,0.001929
15.875000,0.001491
15.900000,0.000945
15.925000,0.000073
15.950000,-0.000568
15.975000,-0.001352
16.000000,0.000963
16.025000,0.001032
16.050000,0.001288
16.075000,-0.001631
16.100000,-0.003181
16.125000,-0.005495
16.150000,-0.002728
16.175000,-0.000294
16.200000,0.002183
16.225000,0.001437
16.250000,-0.000929
16.275000,-0.000858
16.300000,-0.000529
16.325000,0.000553
16.350000,0.001025
16.375000,0.001545
16.400000,0.002179
16.425000,0.001697
16.450000,0.001887
16.475000,0.001462
16.500000,0.000822
16.525000,0.000145
16.550000,-0.000519
16.575000,-0.000898
16.600000,0.000710
16.625000,0.000890
16.650000,0.002088
16.675000,-0.000666
16.700000,-0.002221
16.725000,-0.004050
16.750000,-0.003547
16.775000,-0.003358
16.800000,0.002101
16.825000,0.002548
16.850000,-0.000408
16.875000,-0.000207
16.900000,-0.000633
16.925000,0.000167
16.950000,-0.000104
16.975000,0.000672
17.000000,0.001192
17.025000,0.001440
17.050000,0.001087
17.075000,0.000204
17.100000,-0.001152
17.125000,-0.002464
17.150000,-0.003589
17.175000,-0.007131
17.200000,-0.008769
17.225000,-0.008027
17.250000,-0.010635
17.275000,-0.021137
17.300000,-0.020793
17.325000,-0.014549
17.350000,-0.016653
17.375000,-0.013456
17.400000,-0.006843
17.425000,-0.005586
17.450000,-0.002139
17.475000,0.000816
17.500000,0.002367
17.525000,0.004814
17.550000,0.004748
17.575000,0.003958
17.600000,0.003936
17.625000,0.005605
17.650000,0.006021
17.675000,0.004718
17.700000,0.004323
17.725000,0.004413
17.750000,0.005301
17.775000,0.006476
17.800000,0.005175
17.825000,0.005775
17.850000,0.007245
17.875000,-0.208645
17.900000,-0.340739
17.925000,-0.223831
17.950000,-0.399255
17.975000,0.075001
18.000000,0.163755
18.025000,0.163762
18.050000,0.150038
18.075000,0.127496
18.100000,0.112164
18.125000,0.095702
18.150000,0.081371
18.175000,0.070533
18.200000,0.063260
18.225000,0.058772
18.250000,0.052611
18.275000,0.049990
18.300000,0.043255
18.325000,0.039615
18.350000,0.030173
18.375000,0.025739
18.400000,0.051670
18.425000,7009.403809
18.450000,inf
18.475000,-nan
18.500000,-nan
18.525000,-nan
18.550000,-nan
18.575000,-nan
